"date" "interval" "steps"
"13664" "2012-10-03" 1835 26
"13680" "2012-10-03" 1840 22
"13777" "2012-10-03" 1845 0
"13839" "2012-10-03" 1850 39
"13883" "2012-10-03" 1855 52
"13955" "2012-10-03" 1900 15
"14030" "2012-10-03" 1905 41
"14089" "2012-10-03" 1910 0
"14150" "2012-10-03" 1915 42
"14199" "2012-10-03" 1920 0
"14263" "2012-10-03" 1925 0
"14322" "2012-10-03" 1930 159
"14395" "2012-10-03" 1935 32
"14453" "2012-10-03" 1940 0
"14488" "2012-10-03" 1945 0
"14529" "2012-10-03" 1950 0
"14585" "2012-10-03" 1955 0
"14700" "2012-10-03" 2000 34
"14753" "2012-10-03" 2005 0
"14811" "2012-10-03" 2010 0
"14860" "2012-10-03" 2015 0
"14913" "2012-10-03" 2020 0
"15001" "2012-10-03" 2025 36
"15054" "2012-10-03" 2030 73
"15122" "2012-10-03" 2035 9
"15162" "2012-10-03" 2040 0
"15202" "2012-10-03" 2045 0
"15287" "2012-10-03" 2050 0
"15343" "2012-10-03" 2055 0
"15430" "2012-10-03" 2100 0
"15478" "2012-10-03" 2105 0
"15532" "2012-10-03" 2110 0
"15587" "2012-10-03" 2115 0
"15675" "2012-10-03" 2120 0
"15730" "2012-10-03" 2125 0
"15768" "2012-10-03" 2130 90
"15847" "2012-10-03" 2135 128
"15885" "2012-10-03" 2140 46
"15934" "2012-10-03" 2145 0
"16040" "2012-10-03" 2150 0
"16104" "2012-10-03" 2155 0
"16148" "2012-10-03" 2200 0
"16206" "2012-10-03" 2205 0
"16259" "2012-10-03" 2210 0
"16347" "2012-10-03" 2215 0
"16393" "2012-10-03" 2220 0
"16464" "2012-10-03" 2225 0
"16520" "2012-10-03" 2230 0
"16584" "2012-10-03" 2235 0
"16652" "2012-10-03" 2240 0
"16654" "2012-10-03" 2245 0
"16730" "2012-10-03" 2250 0
"16808" "2012-10-03" 2255 0
"16862" "2012-10-03" 2300 0
"16903" "2012-10-03" 2305 0
"16962" "2012-10-03" 2310 0
"17039" "2012-10-03" 2315 0
"17096" "2012-10-03" 2320 0
"17145" "2012-10-03" 2325 0
"17232" "2012-10-03" 2330 0
"17281" "2012-10-03" 2335 0
"17381" "2012-10-03" 2340 0
"17409" "2012-10-03" 2345 8
"17479" "2012-10-03" 2350 0
"17532" "2012-10-03" 2355 0
"16" "2012-10-04" 0 47
"112" "2012-10-04" 5 0
"164" "2012-10-04" 10 0
"222" "2012-10-04" 15 0
"275" "2012-10-04" 20 0
"306" "2012-10-04" 25 0
"370" "2012-10-04" 30 0
"479" "2012-10-04" 35 0
"531" "2012-10-04" 40 0
"592" "2012-10-04" 45 0
"633" "2012-10-04" 50 0
"683" "2012-10-04" 55 0
"758" "2012-10-04" 100 0
"850" "2012-10-04" 105 0
"895" "2012-10-04" 110 0
"949" "2012-10-04" 115 0
"1007" "2012-10-04" 120 0
"1077" "2012-10-04" 125 0
"1117" "2012-10-04" 130 0
"1173" "2012-10-04" 135 0
"1254" "2012-10-04" 140 0
"1295" "2012-10-04" 145 0
"1357" "2012-10-04" 150 0
"1418" "2012-10-04" 155 0
"1487" "2012-10-04" 200 0
"1556" "2012-10-04" 205 0
"1647" "2012-10-04" 210 0
"1703" "2012-10-04" 215 0
"1750" "2012-10-04" 220 0
"1808" "2012-10-04" 225 0
"1857" "2012-10-04" 230 0
"1910" "2012-10-04" 235 0
"1980" "2012-10-04" 240 0
"2063" "2012-10-04" 245 0
"2118" "2012-10-04" 250 0
"2186" "2012-10-04" 255 0
"2242" "2012-10-04" 300 0
"2296" "2012-10-04" 305 0
"2351" "2012-10-04" 310 0
"2437" "2012-10-04" 315 0
"2476" "2012-10-04" 320 0
"2556" "2012-10-04" 325 0
"2583" "2012-10-04" 330 0
"2653" "2012-10-04" 335 0
"2694" "2012-10-04" 340 0
"2778" "2012-10-04" 345 0
"2866" "2012-10-04" 350 0
"2913" "2012-10-04" 355 0
"2982" "2012-10-04" 400 0
"3023" "2012-10-04" 405 0
"3058" "2012-10-04" 410 0
"3131" "2012-10-04" 415 0
"3231" "2012-10-04" 420 0
"3284" "2012-10-04" 425 0
"3346" "2012-10-04" 430 0
"3404" "2012-10-04" 435 0
"3461" "2012-10-04" 440 0
"3533" "2012-10-04" 445 0
"3593" "2012-10-04" 450 0
"3626" "2012-10-04" 455 0
"3707" "2012-10-04" 500 0
"3775" "2012-10-04" 505 0
"3841" "2012-10-04" 510 7
"3870" "2012-10-04" 515 18
"3957" "2012-10-04" 520 57
"3999" "2012-10-04" 525 40
"4052" "2012-10-04" 530 0
"4091" "2012-10-04" 535 0
"4164" "2012-10-04" 540 0
"4243" "2012-10-04" 545 0
"4279" "2012-10-04" 550 16
"4354" "2012-10-04" 555 1
"4425" "2012-10-04" 600 0
"4479" "2012-10-04" 605 18
"4574" "2012-10-04" 610 20
"4617" "2012-10-04" 615 40
"4658" "2012-10-04" 620 36
"4738" "2012-10-04" 625 17
"4780" "2012-10-04" 630 49
"4869" "2012-10-04" 635 86
"4938" "2012-10-04" 640 49
"4973" "2012-10-04" 645 0
"5041" "2012-10-04" 650 29
"5095" "2012-10-04" 655 59
"5162" "2012-10-04" 700 7
"5219" "2012-10-04" 705 25
"5276" "2012-10-04" 710 30
"5330" "2012-10-04" 715 31
"5385" "2012-10-04" 720 7
"5442" "2012-10-04" 725 18
"5506" "2012-10-04" 730 113
"5556" "2012-10-04" 735 181
"5617" "2012-10-04" 740 87
"5700" "2012-10-04" 745 0
"5740" "2012-10-04" 750 0
"5825" "2012-10-04" 755 0
"5879" "2012-10-04" 800 57
"5974" "2012-10-04" 805 99
"6025" "2012-10-04" 810 507
"6044" "2012-10-04" 815 522
"6124" "2012-10-04" 820 510
"6194" "2012-10-04" 825 519
"6240" "2012-10-04" 830 508
"6341" "2012-10-04" 835 423
"6386" "2012-10-04" 840 499
"6427" "2012-10-04" 845 259
"6480" "2012-10-04" 850 31
"6532" "2012-10-04" 855 17
"6594" "2012-10-04" 900 0
"6701" "2012-10-04" 905 0
"6765" "2012-10-04" 910 0
"6809" "2012-10-04" 915 0
"6866" "2012-10-04" 920 0
"6897" "2012-10-04" 925 17
"6963" "2012-10-04" 930 0
"7030" "2012-10-04" 935 145
"7087" "2012-10-04" 940 453
"7138" "2012-10-04" 945 229
"7223" "2012-10-04" 950 144
"7265" "2012-10-04" 955 0
"7344" "2012-10-04" 1000 0
"7398" "2012-10-04" 1005 0
"7464" "2012-10-04" 1010 82
"7538" "2012-10-04" 1015 0
"7594" "2012-10-04" 1020 0
"7647" "2012-10-04" 1025 0
"7701" "2012-10-04" 1030 0
"7748" "2012-10-04" 1035 0
"7869" "2012-10-04" 1040 0
"7930" "2012-10-04" 1045 0
"7978" "2012-10-04" 1050 0
"8031" "2012-10-04" 1055 0
"8077" "2012-10-04" 1100 0
"8157" "2012-10-04" 1105 0
"8198" "2012-10-04" 1110 0
"8280" "2012-10-04" 1115 0
"8356" "2012-10-04" 1120 0
"8408" "2012-10-04" 1125 180
"8443" "2012-10-04" 1130 21
"8525" "2012-10-04" 1135 0
"8569" "2012-10-04" 1140 0
"8623" "2012-10-04" 1145 0
"8704" "2012-10-04" 1150 0
"8758" "2012-10-04" 1155 0
"8799" "2012-10-04" 1200 160
"8872" "2012-10-04" 1205 79
"8913" "2012-10-04" 1210 0
"8973" "2012-10-04" 1215 0
"9087" "2012-10-04" 1220 0
"9143" "2012-10-04" 1225 46
"9173" "2012-10-04" 1230 66
"9255" "2012-10-04" 1235 127
"9290" "2012-10-04" 1240 0
"9348" "2012-10-04" 1245 0
"9396" "2012-10-04" 1250 0
"9516" "2012-10-04" 1255 0
"9576" "2012-10-04" 1300 0
"9612" "2012-10-04" 1305 0
"9666" "2012-10-04" 1310 31
"9733" "2012-10-04" 1315 0
"9773" "2012-10-04" 1320 0
"9844" "2012-10-04" 1325 0
"9927" "2012-10-04" 1330 0
"9996" "2012-10-04" 1335 0
"10050" "2012-10-04" 1340 28
"10090" "2012-10-04" 1345 496
"10143" "2012-10-04" 1350 78
"10197" "2012-10-04" 1355 0
"10305" "2012-10-04" 1400 0
"10353" "2012-10-04" 1405 0
"10420" "2012-10-04" 1410 0
"10448" "2012-10-04" 1415 0
"10515" "2012-10-04" 1420 0
"10573" "2012-10-04" 1425 0
"10637" "2012-10-04" 1430 0
"10719" "2012-10-04" 1435 77
"10789" "2012-10-04" 1440 20
"10819" "2012-10-04" 1445 7
"10886" "2012-10-04" 1450 1
"10940" "2012-10-04" 1455 128
"11018" "2012-10-04" 1500 354
"11066" "2012-10-04" 1505 310
"11120" "2012-10-04" 1510 0
"11221" "2012-10-04" 1515 0
"11269" "2012-10-04" 1520 25
"11297" "2012-10-04" 1525 15
"11354" "2012-10-04" 1530 0
"11423" "2012-10-04" 1535 0
"11478" "2012-10-04" 1540 0
"11559" "2012-10-04" 1545 0
"11601" "2012-10-04" 1550 33
"11699" "2012-10-04" 1555 33
"11740" "2012-10-04" 1600 32
"11783" "2012-10-04" 1605 66
"11835" "2012-10-04" 1610 77
"11897" "2012-10-04" 1615 0
"11970" "2012-10-04" 1620 44
"12041" "2012-10-04" 1625 0
"12096" "2012-10-04" 1630 0
"12149" "2012-10-04" 1635 0
"12205" "2012-10-04" 1640 0
"12262" "2012-10-04" 1645 0
"12324" "2012-10-04" 1650 0
"12409" "2012-10-04" 1655 0
"12466" "2012-10-04" 1700 0
"12507" "2012-10-04" 1705 0
"12586" "2012-10-04" 1710 0
"12629" "2012-10-04" 1715 0
"12740" "2012-10-04" 1720 0
"12794" "2012-10-04" 1725 40
"12849" "2012-10-04" 1730 0
"12890" "2012-10-04" 1735 37
"12938" "2012-10-04" 1740 90
"13001" "2012-10-04" 1745 53
"13055" "2012-10-04" 1750 73
"13174" "2012-10-04" 1755 92
"13220" "2012-10-04" 1800 285
"13283" "2012-10-04" 1805 527
"13329" "2012-10-04" 1810 531
"13382" "2012-10-04" 1815 547
"13435" "2012-10-04" 1820 175
"13522" "2012-10-04" 1825 114
"13576" "2012-10-04" 1830 62
"13653" "2012-10-04" 1835 0
"13698" "2012-10-04" 1840 59
"13753" "2012-10-04" 1845 65
"13797" "2012-10-04" 1850 0
"13851" "2012-10-04" 1855 101
"13967" "2012-10-04" 1900 43
"14021" "2012-10-04" 1905 0
"14056" "2012-10-04" 1910 0
"14133" "2012-10-04" 1915 0
"14153" "2012-10-04" 1920 49
"14245" "2012-10-04" 1925 21
"14298" "2012-10-04" 1930 0
"14370" "2012-10-04" 1935 16
"14414" "2012-10-04" 1940 56
"14505" "2012-10-04" 1945 0
"14534" "2012-10-04" 1950 0
"14629" "2012-10-04" 1955 0
"14642" "2012-10-04" 2000 0
"14714" "2012-10-04" 2005 0
"14783" "2012-10-04" 2010 0
"14837" "2012-10-04" 2015 0
"14904" "2012-10-04" 2020 0
"15003" "2012-10-04" 2025 0
"15058" "2012-10-04" 2030 0
"15098" "2012-10-04" 2035 0
"15133" "2012-10-04" 2040 17
"15192" "2012-10-04" 2045 15
"15307" "2012-10-04" 2050 0
"15360" "2012-10-04" 2055 0
"15412" "2012-10-04" 2100 27
"15456" "2012-10-04" 2105 106
"15509" "2012-10-04" 2110 122
"15562" "2012-10-04" 2115 41
"15661" "2012-10-04" 2120 35
"15733" "2012-10-04" 2125 6
"15785" "2012-10-04" 2130 0
"15839" "2012-10-04" 2135 0
"15865" "2012-10-04" 2140 68
"15928" "2012-10-04" 2145 0
"15996" "2012-10-04" 2150 0
"16064" "2012-10-04" 2155 0
"16114" "2012-10-04" 2200 0
"16186" "2012-10-04" 2205 0
"16232" "2012-10-04" 2210 0
"16306" "2012-10-04" 2215 0
"16390" "2012-10-04" 2220 0
"16444" "2012-10-04" 2225 0
"16485" "2012-10-04" 2230 0
"16539" "2012-10-04" 2235 0
"16593" "2012-10-04" 2240 0
"16690" "2012-10-04" 2245 0
"16759" "2012-10-04" 2250 0
"16828" "2012-10-04" 2255 0
"16842" "2012-10-04" 2300 0
"16923" "2012-10-04" 2305 0
"16959" "2012-10-04" 2310 0
"17046" "2012-10-04" 2315 0
"17141" "2012-10-04" 2320 0
"17172" "2012-10-04" 2325 0
"17225" "2012-10-04" 2330 0
"17308" "2012-10-04" 2335 0
"17335" "2012-10-04" 2340 0
"17393" "2012-10-04" 2345 0
"17456" "2012-10-04" 2350 0
"17552" "2012-10-04" 2355 0
"20" "2012-10-05" 0 0
"65" "2012-10-05" 5 0
"156" "2012-10-05" 10 0
"226" "2012-10-05" 15 0
"266" "2012-10-05" 20 0
"364" "2012-10-05" 25 0
"391" "2012-10-05" 30 0
"483" "2012-10-05" 35 0
"548" "2012-10-05" 40 0
"595" "2012-10-05" 45 0
"637" "2012-10-05" 50 0
"708" "2012-10-05" 55 0
"786" "2012-10-05" 100 0
"852" "2012-10-05" 105 0
"900" "2012-10-05" 110 0
"953" "2012-10-05" 115 0
"995" "2012-10-05" 120 0
"1063" "2012-10-05" 125 0
"1103" "2012-10-05" 130 0
"1175" "2012-10-05" 135 0
"1253" "2012-10-05" 140 0
"1307" "2012-10-05" 145 9
"1352" "2012-10-05" 150 14
"1408" "2012-10-05" 155 0
"1472" "2012-10-05" 200 0
"1527" "2012-10-05" 205 0
"1597" "2012-10-05" 210 0
"1648" "2012-10-05" 215 0
"1749" "2012-10-05" 220 0
"1815" "2012-10-05" 225 7
"1851" "2012-10-05" 230 0
"1912" "2012-10-05" 235 0
"1959" "2012-10-05" 240 0
"2024" "2012-10-05" 245 0
"2112" "2012-10-05" 250 27
"2159" "2012-10-05" 255 0
"2227" "2012-10-05" 300 0
"2267" "2012-10-05" 305 0
"2327" "2012-10-05" 310 0
"2435" "2012-10-05" 315 0
"2488" "2012-10-05" 320 0
"2516" "2012-10-05" 325 0
"2582" "2012-10-05" 330 0
"2641" "2012-10-05" 335 0
"2697" "2012-10-05" 340 0
"2752" "2012-10-05" 345 0
"2846" "2012-10-05" 350 0
"2899" "2012-10-05" 355 0
"2939" "2012-10-05" 400 0
"3048" "2012-10-05" 405 39
"3102" "2012-10-05" 410 0
"3143" "2012-10-05" 415 0
"3216" "2012-10-05" 420 0
"3282" "2012-10-05" 425 0
"3338" "2012-10-05" 430 0
"3393" "2012-10-05" 435 0
"3459" "2012-10-05" 440 0
"3488" "2012-10-05" 445 0
"3568" "2012-10-05" 450 0
"3637" "2012-10-05" 455 0
"3671" "2012-10-05" 500 0
"3764" "2012-10-05" 505 27
"3818" "2012-10-05" 510 0
"3859" "2012-10-05" 515 0
"3930" "2012-10-05" 520 0
"3998" "2012-10-05" 525 0
"4042" "2012-10-05" 530 0
"4097" "2012-10-05" 535 0
"4155" "2012-10-05" 540 0
"4232" "2012-10-05" 545 0
"4287" "2012-10-05" 550 0
"4332" "2012-10-05" 555 52
"4408" "2012-10-05" 600 36
"4465" "2012-10-05" 605 0
"4547" "2012-10-05" 610 0
"4590" "2012-10-05" 615 28
"4657" "2012-10-05" 620 67
"4711" "2012-10-05" 625 119
"4766" "2012-10-05" 630 7
"4821" "2012-10-05" 635 21
"4883" "2012-10-05" 640 29
"4971" "2012-10-05" 645 68
"5027" "2012-10-05" 650 29
"5068" "2012-10-05" 655 0
"5135" "2012-10-05" 700 11
"5220" "2012-10-05" 705 19
"5273" "2012-10-05" 710 84
"5328" "2012-10-05" 715 50
"5388" "2012-10-05" 720 2
"5431" "2012-10-05" 725 43
"5509" "2012-10-05" 730 126
"5561" "2012-10-05" 735 30
"5631" "2012-10-05" 740 19
"5712" "2012-10-05" 745 8
"5742" "2012-10-05" 750 171
"5808" "2012-10-05" 755 68
"5857" "2012-10-05" 800 114
"5943" "2012-10-05" 805 0
"6003" "2012-10-05" 810 9
"6042" "2012-10-05" 815 122
"6110" "2012-10-05" 820 400
"6173" "2012-10-05" 825 451
"6235" "2012-10-05" 830 371
"6286" "2012-10-05" 835 470
"6363" "2012-10-05" 840 473
"6406" "2012-10-05" 845 512
"6471" "2012-10-05" 850 449
"6529" "2012-10-05" 855 496
"6590" "2012-10-05" 900 530
"6671" "2012-10-05" 905 509
"6754" "2012-10-05" 910 252
"6810" "2012-10-05" 915 84
"6833" "2012-10-05" 920 16
"6906" "2012-10-05" 925 0
"6964" "2012-10-05" 930 6
"7027" "2012-10-05" 935 46
"7081" "2012-10-05" 940 39
"7139" "2012-10-05" 945 0
"7222" "2012-10-05" 950 0
"7267" "2012-10-05" 955 0
"7330" "2012-10-05" 1000 0
"7383" "2012-10-05" 1005 0
"7452" "2012-10-05" 1010 0
"7506" "2012-10-05" 1015 0
"7593" "2012-10-05" 1020 0
"7627" "2012-10-05" 1025 0
"7687" "2012-10-05" 1030 0
"7770" "2012-10-05" 1035 0
"7843" "2012-10-05" 1040 0
"7896" "2012-10-05" 1045 0
"7964" "2012-10-05" 1050 0
"8020" "2012-10-05" 1055 0
"8075" "2012-10-05" 1100 0
"8166" "2012-10-05" 1105 0
"8225" "2012-10-05" 1110 0
"8254" "2012-10-05" 1115 0
"8321" "2012-10-05" 1120 0
"8388" "2012-10-05" 1125 0
"8435" "2012-10-05" 1130 0
"8494" "2012-10-05" 1135 0
"8548" "2012-10-05" 1140 0
"8635" "2012-10-05" 1145 0
"8677" "2012-10-05" 1150 0
"8745" "2012-10-05" 1155 0
"8801" "2012-10-05" 1200 138
"8860" "2012-10-05" 1205 541
"8915" "2012-10-05" 1210 555
"8991" "2012-10-05" 1215 345
"9038" "2012-10-05" 1220 345
"9147" "2012-10-05" 1225 10
"9185" "2012-10-05" 1230 485
"9241" "2012-10-05" 1235 515
"9308" "2012-10-05" 1240 168
"9353" "2012-10-05" 1245 0
"9401" "2012-10-05" 1250 0
"9456" "2012-10-05" 1255 0
"9574" "2012-10-05" 1300 0
"9632" "2012-10-05" 1305 0
"9678" "2012-10-05" 1310 0
"9710" "2012-10-05" 1315 0
"9762" "2012-10-05" 1320 349
"9840" "2012-10-05" 1325 341
"9910" "2012-10-05" 1330 0
"10002" "2012-10-05" 1335 0
"10023" "2012-10-05" 1340 0
"10089" "2012-10-05" 1345 0
"10142" "2012-10-05" 1350 0
"10192" "2012-10-05" 1355 158
"10265" "2012-10-05" 1400 545
"10320" "2012-10-05" 1405 82
"10390" "2012-10-05" 1410 0
"10447" "2012-10-05" 1415 105
"10550" "2012-10-05" 1420 0
"10604" "2012-10-05" 1425 0
"10648" "2012-10-05" 1430 0
"10690" "2012-10-05" 1435 0
"10791" "2012-10-05" 1440 0
"10846" "2012-10-05" 1445 0
"10908" "2012-10-05" 1450 0
"10930" "2012-10-05" 1455 0
"10993" "2012-10-05" 1500 0
"11054" "2012-10-05" 1505 0
"11148" "2012-10-05" 1510 0
"11179" "2012-10-05" 1515 0
"11243" "2012-10-05" 1520 0
"11309" "2012-10-05" 1525 0
"11366" "2012-10-05" 1530 0
"11408" "2012-10-05" 1535 0
"11469" "2012-10-05" 1540 326
"11531" "2012-10-05" 1545 172
"11612" "2012-10-05" 1550 332
"11668" "2012-10-05" 1555 402
"11737" "2012-10-05" 1600 70
"11806" "2012-10-05" 1605 0
"11859" "2012-10-05" 1610 0
"11930" "2012-10-05" 1615 0
"11999" "2012-10-05" 1620 0
"12052" "2012-10-05" 1625 0
"12107" "2012-10-05" 1630 0
"12153" "2012-10-05" 1635 0
"12206" "2012-10-05" 1640 0
"12263" "2012-10-05" 1645 0
"12354" "2012-10-05" 1650 0
"12410" "2012-10-05" 1655 0
"12454" "2012-10-05" 1700 0
"12518" "2012-10-05" 1705 0
"12600" "2012-10-05" 1710 0
"12640" "2012-10-05" 1715 53
"12737" "2012-10-05" 1720 0
"12806" "2012-10-05" 1725 0
"12848" "2012-10-05" 1730 0
"12889" "2012-10-05" 1735 0
"12943" "2012-10-05" 1740 0
"13010" "2012-10-05" 1745 0
"13062" "2012-10-05" 1750 7
"13126" "2012-10-05" 1755 10
"13186" "2012-10-05" 1800 65
"13291" "2012-10-05" 1805 40
"13328" "2012-10-05" 1810 15
"13368" "2012-10-05" 1815 29
"13467" "2012-10-05" 1820 0
"13508" "2012-10-05" 1825 20
"13552" "2012-10-05" 1830 35
"13629" "2012-10-05" 1835 69
"13675" "2012-10-05" 1840 25
"13739" "2012-10-05" 1845 46
"13787" "2012-10-05" 1850 15
"13856" "2012-10-05" 1855 26
"13944" "2012-10-05" 1900 33
"13998" "2012-10-05" 1905 58
"14042" "2012-10-05" 1910 75
"14103" "2012-10-05" 1915 59
"14192" "2012-10-05" 1920 0
"14260" "2012-10-05" 1925 0
"14315" "2012-10-05" 1930 0
"14356" "2012-10-05" 1935 0
"14398" "2012-10-05" 1940 0
"14462" "2012-10-05" 1945 0
"14536" "2012-10-05" 1950 0
"14598" "2012-10-05" 1955 0
"14647" "2012-10-05" 2000 0
"14704" "2012-10-05" 2005 0
"14785" "2012-10-05" 2010 0
"14881" "2012-10-05" 2015 0
"14891" "2012-10-05" 2020 0
"14964" "2012-10-05" 2025 0
"15010" "2012-10-05" 2030 0
"15078" "2012-10-05" 2035 71
"15172" "2012-10-05" 2040 0
"15225" "2012-10-05" 2045 0
"15270" "2012-10-05" 2050 0
"15333" "2012-10-05" 2055 0
"15373" "2012-10-05" 2100 0
"15448" "2012-10-05" 2105 0
"15538" "2012-10-05" 2110 0
"15592" "2012-10-05" 2115 0
"15663" "2012-10-05" 2120 0
"15713" "2012-10-05" 2125 0
"15760" "2012-10-05" 2130 0
"15813" "2012-10-05" 2135 0
"15891" "2012-10-05" 2140 0
"15932" "2012-10-05" 2145 0
"15994" "2012-10-05" 2150 0
"16044" "2012-10-05" 2155 0
"16143" "2012-10-05" 2200 0
"16187" "2012-10-05" 2205 0
"16278" "2012-10-05" 2210 0
"16288" "2012-10-05" 2215 0
"16366" "2012-10-05" 2220 0
"16410" "2012-10-05" 2225 0
"16500" "2012-10-05" 2230 0
"16569" "2012-10-05" 2235 0
"16610" "2012-10-05" 2240 0
"16679" "2012-10-05" 2245 0
"16733" "2012-10-05" 2250 0
"16800" "2012-10-05" 2255 0
"16857" "2012-10-05" 2300 0
"16939" "2012-10-05" 2305 0
"16980" "2012-10-05" 2310 0
"17049" "2012-10-05" 2315 0
"17117" "2012-10-05" 2320 0
"17184" "2012-10-05" 2325 0
"17227" "2012-10-05" 2330 0
"17289" "2012-10-05" 2335 0
"17350" "2012-10-05" 2340 0
"17446" "2012-10-05" 2345 0
"17486" "2012-10-05" 2350 0
"17554" "2012-10-05" 2355 0
"26" "2012-10-06" 0 0
"96" "2012-10-06" 5 0
"150" "2012-10-06" 10 0
"231" "2012-10-06" 15 0
"272" "2012-10-06" 20 0
"343" "2012-10-06" 25 0
"413" "2012-10-06" 30 0
"466" "2012-10-06" 35 0
"521" "2012-10-06" 40 0
"602" "2012-10-06" 45 0
"643" "2012-10-06" 50 0
"728" "2012-10-06" 55 0
"768" "2012-10-06" 100 0
"811" "2012-10-06" 105 0
"892" "2012-10-06" 110 0
"947" "2012-10-06" 115 0
"982" "2012-10-06" 120 0
"1050" "2012-10-06" 125 0
"1118" "2012-10-06" 130 0
"1178" "2012-10-06" 135 0
"1221" "2012-10-06" 140 0
"1329" "2012-10-06" 145 0
"1361" "2012-10-06" 150 0
"1439" "2012-10-06" 155 0
"1471" "2012-10-06" 200 0
"1538" "2012-10-06" 205 0
"1587" "2012-10-06" 210 0
"1674" "2012-10-06" 215 0
"1727" "2012-10-06" 220 0
"1804" "2012-10-06" 225 0
"1889" "2012-10-06" 230 0
"1931" "2012-10-06" 235 0
"1972" "2012-10-06" 240 0
"2054" "2012-10-06" 245 0
"2096" "2012-10-06" 250 0
"2151" "2012-10-06" 255 0
"2232" "2012-10-06" 300 0
"2314" "2012-10-06" 305 0
"2342" "2012-10-06" 310 0
"2413" "2012-10-06" 315 0
"2468" "2012-10-06" 320 0
"2521" "2012-10-06" 325 0
"2575" "2012-10-06" 330 40
"2667" "2012-10-06" 335 11
"2712" "2012-10-06" 340 0
"2799" "2012-10-06" 345 0
"2824" "2012-10-06" 350 0
"2905" "2012-10-06" 355 0
"2972" "2012-10-06" 400 0
"3003" "2012-10-06" 405 0
"3059" "2012-10-06" 410 0
"3112" "2012-10-06" 415 0
"3194" "2012-10-06" 420 0
"3275" "2012-10-06" 425 19
"3307" "2012-10-06" 430 67
"3358" "2012-10-06" 435 0
"3425" "2012-10-06" 440 0
"3506" "2012-10-06" 445 0
"3561" "2012-10-06" 450 0
"3603" "2012-10-06" 455 0
"3674" "2012-10-06" 500 0
"3742" "2012-10-06" 505 0
"3796" "2012-10-06" 510 0
"3847" "2012-10-06" 515 0
"3923" "2012-10-06" 520 0
"3967" "2012-10-06" 525 0
"4059" "2012-10-06" 530 0
"4104" "2012-10-06" 535 0
"4153" "2012-10-06" 540 27
"4249" "2012-10-06" 545 0
"4276" "2012-10-06" 550 0
"4337" "2012-10-06" 555 0
"4404" "2012-10-06" 600 0
"4485" "2012-10-06" 605 0
"4569" "2012-10-06" 610 0
"4596" "2012-10-06" 615 36
"4674" "2012-10-06" 620 50
"4733" "2012-10-06" 625 38
"4774" "2012-10-06" 630 0
"4841" "2012-10-06" 635 4
"4882" "2012-10-06" 640 42
"4978" "2012-10-06" 645 14
"5021" "2012-10-06" 650 8
"5090" "2012-10-06" 655 135
"5158" "2012-10-06" 700 172
"5231" "2012-10-06" 705 124
"5267" "2012-10-06" 710 31
"5348" "2012-10-06" 715 52
"5404" "2012-10-06" 720 0
"5472" "2012-10-06" 725 104
"5541" "2012-10-06" 730 170
"5605" "2012-10-06" 735 58
"5638" "2012-10-06" 740 0
"5678" "2012-10-06" 745 0
"5738" "2012-10-06" 750 75
"5797" "2012-10-06" 755 0
"5869" "2012-10-06" 800 0
"5933" "2012-10-06" 805 211
"6017" "2012-10-06" 810 321
"6048" "2012-10-06" 815 149
"6106" "2012-10-06" 820 0
"6186" "2012-10-06" 825 82
"6225" "2012-10-06" 830 94
"6289" "2012-10-06" 835 225
"6403" "2012-10-06" 840 216
"6459" "2012-10-06" 845 199
"6473" "2012-10-06" 850 50
"6528" "2012-10-06" 855 187
"6605" "2012-10-06" 900 30
"6653" "2012-10-06" 905 0
"6719" "2012-10-06" 910 65
"6815" "2012-10-06" 915 173
"6883" "2012-10-06" 920 43
"6939" "2012-10-06" 925 0
"6994" "2012-10-06" 930 0
"7047" "2012-10-06" 935 0
"7080" "2012-10-06" 940 0
"7156" "2012-10-06" 945 0
"7242" "2012-10-06" 950 0
"7315" "2012-10-06" 955 0
"7364" "2012-10-06" 1000 16
"7404" "2012-10-06" 1005 26
"7459" "2012-10-06" 1010 0
"7526" "2012-10-06" 1015 0
"7621" "2012-10-06" 1020 0
"7680" "2012-10-06" 1025 0
"7747" "2012-10-06" 1030 0
"7788" "2012-10-06" 1035 0
"7865" "2012-10-06" 1040 0
"7925" "2012-10-06" 1045 0
"7972" "2012-10-06" 1050 0
"8025" "2012-10-06" 1055 0
"8093" "2012-10-06" 1100 0
"8134" "2012-10-06" 1105 0
"8228" "2012-10-06" 1110 0
"8259" "2012-10-06" 1115 0
"8351" "2012-10-06" 1120 0
"8404" "2012-10-06" 1125 0
"8477" "2012-10-06" 1130 0
"8526" "2012-10-06" 1135 95
"8551" "2012-10-06" 1140 64
"8602" "2012-10-06" 1145 7
"8663" "2012-10-06" 1150 33
"8764" "2012-10-06" 1155 72
"8833" "2012-10-06" 1200 221
"8887" "2012-10-06" 1205 439
"8955" "2012-10-06" 1210 519
"8968" "2012-10-06" 1215 440
"9030" "2012-10-06" 1220 394
"9104" "2012-10-06" 1225 97
"9203" "2012-10-06" 1230 71
"9260" "2012-10-06" 1235 10
"9314" "2012-10-06" 1240 87
"9345" "2012-10-06" 1245 443
"9420" "2012-10-06" 1250 500
"9462" "2012-10-06" 1255 465
"9525" "2012-10-06" 1300 485
"9614" "2012-10-06" 1305 351
